-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,8,16,0,0,8,8,16,0,8,8,8,0,0,16,0,16,16,0,16,8,0,8,8,8,16,16,8,8,8,8,16,0,16,16,0,16,16,0,0,0,0,8,16,8,16,-1,-1
-1,-1,0,16,0,0,16,0,0,8,16,8,0,16,8,0,8,16,0,8,16,16,16,16,0,16,16,8,8,0,0,0,0,0,8,0,8,0,8,0,0,16,0,8,8,0,8,16,-1,-1
-1,-1,0,8,0,16,16,8,0,16,0,16,8,16,0,0,16,0,16,0,8,0,0,0,0,0,16,16,8,16,0,16,8,16,8,0,16,0,8,0,0,8,0,0,0,16,8,0,-1,-1
-1,-1,0,0,0,0,8,16,16,16,16,0,16,0,0,0,16,8,16,16,16,16,0,16,0,0,0,0,0,16,8,0,0,16,0,0,0,0,8,16,16,0,16,0,0,8,0,0,-1,-1
-1,-1,8,8,0,8,0,0,0,8,0,0,0,0,16,8,0,8,8,0,8,8,8,16,16,8,0,0,0,8,0,8,16,0,0,16,0,0,8,0,8,0,8,0,0,16,8,16,-1,-1
-1,-1,8,0,16,0,8,0,0,16,0,0,0,16,16,0,0,16,8,16,0,8,0,8,0,16,8,0,0,0,16,16,16,16,8,0,16,8,0,0,0,0,8,0,16,8,0,0,-1,-1
-1,-1,0,0,16,0,0,0,16,16,16,16,8,0,8,0,0,8,0,0,16,0,0,16,8,16,0,0,8,8,0,8,0,0,8,8,8,0,0,8,0,8,8,8,0,0,8,16,-1,-1
-1,-1,0,8,0,0,0,16,16,0,16,8,16,16,0,0,8,16,0,16,0,0,0,16,0,0,8,8,0,0,0,0,16,0,0,0,16,8,16,0,16,8,0,0,0,8,0,0,-1,-1
-1,-1,0,0,16,8,0,0,0,0,16,0,16,0,0,16,16,0,0,16,0,16,8,8,8,0,0,16,0,0,16,0,8,16,8,8,8,0,16,16,0,0,0,16,0,8,0,0,-1,-1
-1,-1,0,16,0,0,16,16,8,0,0,0,8,0,0,0,8,0,16,16,8,0,8,8,16,16,0,16,8,16,8,0,0,0,16,0,16,8,8,16,16,8,0,0,0,0,0,0,-1,-1
-1,-1,8,8,8,16,16,0,16,0,16,16,8,16,0,16,8,8,8,0,0,0,8,16,8,16,0,16,8,0,0,0,16,0,8,8,8,16,0,0,16,0,0,0,0,8,0,8,-1,-1
-1,-1,0,16,0,16,0,8,16,8,0,0,16,8,0,0,0,0,0,16,16,0,16,16,0,8,16,8,16,16,16,16,8,0,16,16,0,16,16,16,8,0,0,8,0,0,0,8,-1,-1
-1,-1,0,0,8,0,8,0,16,0,8,0,16,0,0,16,8,8,8,0,16,0,16,16,8,0,16,0,8,0,0,8,0,8,0,0,8,0,0,0,16,8,0,0,16,0,0,16,-1,-1
-1,-1,16,8,0,0,16,0,16,16,8,8,0,8,16,0,8,16,0,8,0,0,8,8,16,8,16,0,0,0,8,8,8,0,0,8,0,0,0,16,8,0,0,0,0,0,16,0,-1,-1
-1,-1,16,0,16,0,16,16,16,0,8,8,8,8,8,0,0,16,0,0,8,16,0,0,0,8,16,8,16,0,8,8,8,8,8,0,0,0,0,0,16,8,0,0,0,8,0,8,-1,-1
-1,-1,0,8,16,8,16,8,16,0,0,0,0,8,0,8,16,16,8,0,8,16,8,16,0,0,0,16,0,0,0,0,16,0,0,0,8,0,0,16,0,0,8,0,16,0,0,0,-1,-1
-1,-1,8,16,0,0,16,0,0,0,0,0,16,0,8,0,0,0,0,16,8,8,16,0,0,8,0,0,16,0,0,0,0,0,0,0,16,0,8,8,0,0,0,16,8,8,0,0,-1,-1
-1,-1,0,16,8,8,16,0,0,8,16,8,0,0,0,16,0,16,16,0,8,8,16,16,0,0,0,8,0,8,0,16,0,8,16,8,0,16,0,0,8,0,16,0,0,8,0,0,-1,-1
-1,-1,8,0,0,0,16,0,16,0,16,0,0,0,16,0,16,0,8,0,8,16,0,0,0,0,0,0,0,0,16,0,0,8,16,16,8,16,0,8,16,0,0,8,8,0,0,16,-1,-1
-1,-1,8,16,16,8,8,16,16,0,0,8,16,0,0,16,0,8,0,16,0,8,16,0,16,8,8,16,16,16,0,0,0,8,0,0,0,16,0,8,0,0,8,16,16,0,16,16,-1,-1
-1,-1,16,8,8,0,0,8,0,0,16,0,0,8,0,8,8,0,0,0,16,8,16,16,8,16,16,16,16,0,8,16,0,0,0,8,0,0,0,0,0,0,0,16,0,0,16,8,-1,-1
-1,-1,8,0,16,0,8,16,0,0,0,8,0,16,0,8,8,16,16,0,0,16,16,16,0,0,8,0,8,8,16,0,16,0,0,8,0,0,8,16,8,8,16,0,8,0,16,8,-1,-1
-1,-1,8,0,8,16,16,16,8,8,16,0,8,0,16,0,16,8,0,0,0,0,0,16,0,0,8,16,16,0,0,0,0,0,0,16,8,0,0,0,0,16,0,16,0,8,0,0,-1,-1
-1,-1,0,8,0,0,0,0,0,0,8,0,8,16,0,16,0,0,0,0,0,8,0,0,0,0,0,0,16,16,8,0,8,0,0,0,0,8,0,8,16,0,8,8,16,0,0,16,-1,-1
-1,-1,0,0,0,16,16,0,16,0,8,16,0,8,16,16,0,16,16,0,0,0,16,0,16,0,0,16,0,8,16,0,0,0,0,0,16,0,8,16,8,8,0,0,8,8,8,0,-1,-1
-1,-1,0,8,8,0,8,0,0,8,8,0,0,0,0,16,0,0,0,0,8,0,0,8,8,16,8,0,8,16,8,0,0,16,0,16,8,0,0,0,8,0,16,16,0,0,8,0,-1,-1
-1,-1,0,0,0,16,8,0,8,16,0,0,16,16,16,0,8,0,16,8,8,8,0,8,16,0,0,8,8,0,8,8,8,0,0,8,8,0,8,16,16,0,0,8,0,0,0,0,-1,-1
-1,-1,0,0,0,0,0,0,8,8,0,16,8,0,0,8,8,8,0,0,16,0,8,8,16,0,0,16,0,0,0,0,8,0,0,8,8,0,16,16,0,0,0,8,8,16,0,16,-1,-1
-1,-1,0,16,8,0,8,0,0,16,0,0,8,8,0,8,16,8,0,0,0,16,8,16,16,16,0,0,0,8,0,0,8,0,0,8,0,16,0,16,0,0,0,16,0,0,16,8,-1,-1
-1,-1,0,0,0,8,8,16,16,0,0,0,16,0,0,8,0,0,8,8,8,8,8,0,0,16,16,0,16,0,0,16,16,0,8,8,8,0,0,16,0,0,0,0,0,8,0,8,-1,-1
-1,-1,0,0,8,8,8,16,0,0,8,0,8,16,16,0,0,16,0,0,8,8,0,0,0,0,0,8,8,0,0,0,16,8,16,16,16,8,8,16,0,0,8,0,8,8,16,0,-1,-1
-1,-1,0,8,8,16,16,0,0,8,0,8,16,16,8,16,0,8,8,0,0,0,0,16,0,0,16,0,8,8,16,16,8,16,0,0,0,0,16,0,0,0,16,0,8,0,0,0,-1,-1
-1,-1,0,0,16,0,8,8,8,0,0,16,0,0,16,0,0,0,16,8,16,8,16,16,0,0,0,0,0,16,16,0,1,2,2,2,2,2,2,2,3,0,0,0,8,0,0,8,-1,-1
-1,-1,16,16,16,0,0,16,0,0,0,0,8,0,8,0,0,16,16,0,0,0,8,8,0,0,0,0,16,1,2,2,13,-1,-1,-1,-1,-1,-1,-1,11,8,0,8,16,8,16,16,-1,-1
-1,-1,0,16,8,8,0,0,8,0,16,8,8,0,8,8,0,16,0,8,8,0,0,16,0,1,2,2,2,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,3,8,0,16,8,8,8,-1,-1
-1,-1,0,0,0,0,8,8,16,0,0,8,16,8,0,16,16,0,0,16,8,16,0,0,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,16,0,0,0,8,-1,-1
-1,-1,0,0,8,0,0,0,0,16,0,0,8,8,0,0,8,0,0,16,8,0,0,16,17,18,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,3,0,16,8,16,0,-1,-1
-1,-1,0,0,8,0,0,0,16,16,8,8,0,0,16,0,16,0,8,8,16,16,16,0,0,16,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,8,16,16,0,16,-1,-1
-1,-1,0,0,0,0,0,16,8,16,8,16,16,0,8,16,0,0,0,16,0,0,0,16,0,0,17,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,18,18,19,8,0,16,16,16,-1,-1
-1,-1,8,8,0,8,16,0,16,0,16,16,0,0,16,8,8,8,0,8,8,0,0,16,0,0,16,17,18,18,18,18,18,5,4,18,18,18,18,19,8,0,16,0,16,16,0,0,-1,-1
-1,-1,0,0,8,0,16,0,8,0,16,8,0,8,8,0,0,0,0,0,8,0,8,0,0,0,16,16,0,0,8,0,8,17,19,0,0,0,0,8,0,0,0,8,0,16,8,0,-1,-1
